800	0.39334344
619.9	0.70254041
604.7804878	0.74692598
590.3809524	0.78550817
576.6511628	0.81587418
563.5454546	0.84369349
551.0222222	0.87268449
539.0434783	0.9024459
527.5744681	0.93158114
516.5833333	0.96290103
506.0408163	0.99050513
495.92	1.00821558
486.1960784	1.01656105
476.8461539	1.01501689
467.8490566	1.01319735
459.1851852	1.00795421
450.8363636	1.00290174
442.7857143	1.00162254
435.0175439	1.00164872
427.5172414	1.0024765
420.2711864	1.00019208
413.2666667	0.99523091
406.4918033	0.99043241
399.9354839	0.9857887
393.5873016	0.9467944
387.4375	0.91831577
381.4769231	0.87455121
375.6969697	0.83171484
370.0895522	0.80861853
364.6470588	0.78989701
359.3623188	0.77724692
250	0.39334344

